,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd PSH Flags,-0.1671709781068224,-0.07686041369701166,-0.0021266362840224274,-0.0021806546291528966,-0.009635117278350633,-0.002221259322525878,-0.018822323682252035,-0.09520740518684652,-0.05928883177023479,0.1054939759416851,-0.03574917152311599,-0.01436669523476651,-0.0275068662848247,-0.03438550431466046,-0.0363914464885559,0.13177532636402414,-0.100002413145556,-0.06320692011452954,-0.025060329995619697,0.009647319979665876,-0.07629699584749938,-0.09914762761809638,-0.05190778664054402,-0.02475834271854166,0.01010918352348261,-0.027023334367647214,-0.06400319426466629,-0.04891929479417385,-0.025611809231783772,-0.018979490044104423,1.0,,,,0.02207025973219659,0.0032779388550193437,0.1321071703451302,0.006929810886494695,-0.1075983187330381,-0.03783376509153832,-0.06920245552102948,0.04055782038185475,0.01858058132944003,,-0.0073057476096406605,1.0,,-0.21543736395168023,0.5147961471736572,-0.033237892689595774,,-0.051182594480568555,-0.06746423917703664,-0.05928883177023479,-0.0275068662848247,,,,,,,-0.0021266362840224283,-0.009635117278350631,-0.002180654629152896,-0.002221259322525878,0.043380999298354594,-0.015846222889029784,-0.0066468025836063935,0.024665400449515075,-0.013818499149350547,-0.031690445261060296,-0.029492686712488392,0.0006450531477557884,-0.005943818602170995,-0.06651963514817787,-0.024432504615732122,0.016259567307140534
Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Header Length,-0.12888888529738593,0.06398597672495476,0.0009124896660423018,0.004084843311915176,-0.0431663666011208,0.0017023196714364437,-0.08286079531143979,-0.1400944019445236,-0.13617144628273717,0.012149627856311419,0.024227863087191374,0.028841332032198543,0.02522559470266251,0.022585160453086468,-0.08137774885994127,-0.08098464500303124,0.06269525880469057,0.06602294901631041,0.060929640521526975,0.001973456781878205,0.06350591750961,0.06647295334528404,0.06523978737202323,0.06031180004738431,0.0018534812954620165,0.03842351222051436,0.039907688142512235,0.04050680972843396,0.04059464940495999,0.025178065320878646,0.02207025973219659,,,,1.0,0.05332357713685221,-0.08244535275683197,0.008266632245104774,-0.14125269150818764,-0.04087457076626098,-0.1281580185943654,0.020381731711828364,0.019768337919789405,,0.0030923970782965574,0.022070259732196586,,0.09119170117737023,0.04287173537688806,0.028930058743640647,,0.0483606104432138,-0.1295384217510835,-0.13617144628273717,0.02522559470266251,,,,,,,0.0009124896660423018,-0.0431663666011208,0.004084843311915175,0.0017023196714364437,0.059895173722662745,0.01711991756651464,0.0009426518359493357,0.8947255242321674,0.016096643625436727,0.019290207609855416,0.02077279540525932,0.0080581658821844,0.05583168824501612,0.04596648807531811,0.06002657315499594,0.04766643678288595
Bwd Header Length,-0.019144409007200762,0.007643431660328154,-0.0017784637075614297,-0.006529374082756196,-0.00831464913647834,-0.0002854062290131483,0.005614702290029267,0.004622114357834227,0.005170633980932527,0.0034025257950326356,-0.0013418094827913347,-0.042513031543302514,-0.009069319462956233,0.0016408998148343384,0.0033986588636700883,0.0048115140791731206,0.009063577749167396,0.009118714821240227,0.007764658551722959,0.00032563789266018913,0.007587706277202186,0.009441472805979423,0.008858273409254878,0.007677446143782781,0.00030777800275381484,0.00329261764823964,0.005426048510697325,0.005278826233757006,0.0047773151364223065,-0.008878764806239465,0.0032779388550193437,,,,0.05332357713685221,1.0,0.00472721149838574,0.0012139814780500991,0.004910074868454874,0.002069419611984658,0.003240705628910814,-0.001871335503418098,0.0023437119294787306,,0.0004592604071794121,0.0032779388550193437,,0.013545640008362527,0.0063672418923659884,0.004296567128796294,,-0.006634567669356683,0.0038350315792480714,0.0051706339809325305,-0.009069319462956233,,,,,,,-0.0017784637075614297,-0.00831464913647834,-0.006529374082756196,-0.0002854062290131483,0.00889852844551843,0.0025429358843261536,-0.011829140076862518,0.03417081746856472,0.0024684751703848034,0.002866698056355553,0.003129155904541028,0.001288996218697119,0.00830467668153318,0.006827748036916045,0.008926024673464109,0.007093076851121172
Fwd Packets/s,0.24348439666153068,-0.22056832962187412,-0.006917883119156219,-0.018120037194111274,0.027805574713595883,-0.00610804079931969,0.2988754586216996,0.5143284227116376,0.4950501526743942,-0.04723491816542075,-0.08569651593725557,-0.12205969438873819,-0.09312445834635845,-0.07831751679703267,0.7527396451249018,0.9950353161041536,-0.21677577436246215,-0.2279519650109301,-0.21015163976819462,-0.007472859042898406,-0.2189205761314202,-0.22914404480821232,-0.22508932373737803,-0.208045109012161,-0.007063677746346494,-0.13240238564976115,-0.13630933346903,-0.13854825761693185,-0.13934707064931875,-0.08488782134629239,0.1321071703451302,,,,-0.08244535275683197,0.00472721149838574,1.0,0.02782029746612871,0.5184251433938334,0.14773713239791067,0.47091161564906403,-0.07909958719995244,-0.05474478008947442,,0.02253611859580266,0.1321071703451302,,-0.3032870828599609,0.09588207271160556,-0.03605941374443685,,-0.16378128429415076,0.5215741749964729,0.4950501526743942,-0.09312445834635842,,,,,,,-0.006917883119156216,0.027805574713595883,-0.018120037194111274,-0.006108040799319689,-0.1201584312375742,-0.056347876189008335,-0.028261587652684737,-0.10976494176613766,-0.05658734128210708,-0.06574621581273289,-0.0717529240917058,-0.029533031914721168,-0.19051653376330982,-0.1566687534305912,-0.2047810986817744,-0.16271001401279497
Bwd Packets/s,-0.06215739448641271,-0.05727333809495522,-0.0019133093727924239,-0.002534335866258645,-0.023434664099285407,-0.0012203789333461578,-0.04314147063946536,-0.03928609835503584,-0.04375872892243176,-0.022419781082495694,-0.021163719216915067,-0.021559480595306896,-0.021357607898508227,-0.019746212559825373,-0.019144312317063324,0.12716611567908367,-0.056289371560986456,-0.05919117700781378,-0.05456782639760632,-0.0019398992046435496,-0.056845938241223325,-0.059502200531009374,-0.05844889579426777,-0.054021702938822344,-0.001833406737588394,-0.034378575039292626,-0.03539520961977804,-0.035976424993522646,-0.03618244691271891,0.022175782636032156,0.006929810886494695,,,,0.008266632245104774,0.0012139814780500991,0.02782029746612871,1.0,-0.040793547677264494,-0.03939097089885469,-0.047560065136978795,-0.02421707352406127,-0.016886695695996306,,0.011267189432079118,0.006929810886494693,,-0.026048264692079874,0.11861247112424281,0.16972774425848783,,0.15211374042289297,-0.044193717284950126,-0.04375872892243177,-0.021357607898508227,,,,,,,-0.0019133093727924239,-0.023434664099285407,-0.0025343358662586455,-0.0012203789333461582,-0.014177183722341216,0.015511627177177979,-0.007867239525890529,0.009238879476674951,-0.014691134459563356,-0.017071380611936995,-0.01862997532133805,-0.007665965331494291,-0.04947019613339538,-0.040682196572626166,-0.05317449409804388,-0.04224951214579299
Packet Length Min,0.6293952491286774,-0.3111996068460252,-0.008439364381213937,-0.026334965285723804,0.16527132334897765,-0.009095295321853738,0.60403645242239,0.992448957853645,0.9630677981969614,-0.07124155051067267,-0.12404845931412439,-0.133639083296727,-0.12755307532678084,-0.11644535069108035,0.7560755247046471,0.510353937668527,-0.2985405030743586,-0.319433891524782,-0.29638128908111167,0.004242973755359411,-0.30879102694426797,-0.31810963128615705,-0.3161293755512055,-0.29331904557160204,0.004828025224808097,-0.19088918941444893,-0.19354500607113626,-0.19719156154715722,-0.19925605790057627,-0.12022586272518831,-0.1075983187330381,,,,-0.14125269150818764,0.004910074868454874,0.5184251433938334,-0.040793547677264494,1.0,0.3245724200828901,0.9157693927639677,-0.11073277437269594,-0.10024322892948397,,-0.014951936073370281,-0.10759831873303811,,-0.4438220686729848,-0.2108667640309306,-0.14191011433548495,,-0.23094983403794161,0.9507574480979746,0.9630677981969614,-0.1275530753267808,,,,,,,-0.00843936438121394,0.16527132334897768,-0.026334965285723804,-0.009095295321853741,-0.2935439305091332,-0.08543589712131944,-0.02859163601612487,-0.1686904509399741,-0.06719880965493215,-0.09020185601399014,-0.09331198315744361,-0.029053095447800024,-0.27092974295706435,-0.22046625195714392,-0.29045853873013416,-0.2321323269010598
Packet Length Max,0.12935037024746168,0.10343962879602098,0.02413976157332437,0.13322912992571137,0.5201380686302138,0.08696969029247545,0.7922088936522481,0.32832477037483243,0.4615199619939206,0.6743210243008239,0.8630189237423168,-0.08536509002494459,0.7388420333685702,0.8410602460626934,0.27107916127206766,0.14267265528288875,-0.23315030935050243,-0.12361172967871223,0.09084673422830376,-0.0034802494166348064,0.09965636844781436,-0.21277078093241938,-0.07797477408808974,0.08657313179902548,-0.0028922073619589562,0.32798306240863073,-0.09234027913602978,-0.014757471262602549,0.14790963571686758,-0.08899334659942278,-0.03783376509153832,,,,-0.04087457076626098,0.002069419611984658,0.14773713239791067,-0.03939097089885469,0.3245724200828901,1.0,0.6274555833982918,0.8724248855519776,0.8123604446274457,,-0.013947702558320974,-0.03783376509153833,,-0.012357356633699594,-0.13884426335207647,-0.1202751445686527,,-0.04218022660161822,0.5513107713690877,0.4615199619939206,0.7388420333685702,,,,,,,0.024139761573324363,0.5201380686302138,0.13322912992571137,0.08696969029247545,0.2669169602869069,0.01609263812536203,0.09828037520207066,-0.04918154631960608,0.08329173860061156,0.022524431947926808,0.05987401134444716,0.08335791428971241,0.1545597184381369,-0.14404234368510282,0.08900196819993898,0.2165190973892854
Packet Length Mean,0.5601088992487414,-0.24864549541865658,0.005802963766718895,0.05172253100075789,0.3392869307093266,0.04987849963500334,0.770780693116124,0.9150380021322904,0.9472781814170396,0.20092914814848095,0.21474926398596006,-0.10606594640921262,0.24455282682181634,0.2147664087516701,0.70195254172758,0.46253422214722395,-0.3405928361447715,-0.32643826500914025,-0.23127782621610204,0.001993012799336533,-0.24842465809270817,-0.3533495774630943,-0.31001843316801697,-0.23106844715004038,0.0026716476191157297,-0.07401173085303882,-0.2056754059574443,-0.1850855108638583,-0.12879744243488425,-0.1285160449019805,-0.06920245552102948,,,,-0.1281580185943654,0.003240705628910814,0.47091161564906403,-0.047560065136978795,0.9157693927639677,0.6274555833982918,1.0,0.2740612216479731,0.285408448856912,,-0.0168240204654258,-0.06920245552102945,,-0.38314496562798633,-0.19946101945528533,-0.15207625173699638,,-0.17598865969321273,0.9899052435914014,0.9472781814170396,0.24455282682181634,,,,,,,0.005802963766718894,0.3392869307093266,0.05172253100075789,0.04987849963500335,-0.14295789571080475,-0.06177413346925875,0.02508058492424018,-0.15257290014597552,-0.021726035630460484,-0.06803999027994885,-0.054167850026276027,0.0116092722788038,-0.1882642062685187,-0.24318184374427526,-0.22752224764138998,-0.13321883208592827
Packet Length Std,-0.12169836059294546,0.1839673967935322,0.029212322805906653,0.15531397532337757,0.4706702517647332,0.10497002354122802,0.5544869021163004,-0.0962310346957383,0.06795930644474174,0.7639452472410886,0.9149079377609912,0.0198134696345172,0.8765745191138089,0.9197926947067678,-0.061203135067014434,-0.08089886726021764,-0.13548795758535737,-0.027473732092321634,0.16857068910261797,-0.005351044094628637,0.17877075911816181,-0.11138438316339039,0.013617887946143275,0.16231986499175396,-0.005006361791126784,0.359459321176438,-0.033455082778727774,0.03879814075771394,0.19282588996394714,-0.03841333782033749,0.04055782038185475,,,,0.020381731711828364,-0.001871335503418098,-0.07909958719995244,-0.02421707352406127,-0.11073277437269594,0.8724248855519776,0.2740612216479731,1.0,0.9528458870725887,,-0.007753750065510895,0.040557820381854764,,0.14924928261000903,-0.033265545621691206,-0.05966376623009257,,0.06706226619362017,0.1715110837565092,0.06795930644474177,0.8765745191138089,,,,,,,0.029212322805906653,0.4706702517647332,0.15531397532337757,0.10497002354122802,0.3952487812005768,0.06248924767847791,0.11451898989381555,0.024707979061153625,0.10562873818041832,0.0505248771162074,0.09230182319767785,0.09522279392133047,0.22148331024669826,-0.07807762320786509,0.16375137339421317,0.2701234442706059
Packet Length Variance,-0.14756811096467534,0.14952233022048794,0.031825251373644524,0.1719634228153921,0.46449739544772967,0.1291768904102727,0.5075317524346025,-0.08305689940645891,0.06801301826658615,0.6894669461205867,0.8507936094271056,-0.027292258892315784,0.8828090413683773,0.8535579034963645,-0.0392711234851974,-0.05600261273384359,-0.0950283777024243,-0.019665984322377775,0.13479261016758567,-0.003917305297895432,0.14387948131682538,-0.07954442206326237,0.008430524469850069,0.12722203977103902,-0.0037186785216326047,0.27503336381537513,-0.027161463223587888,0.02551708956058876,0.1502448378223836,-0.028155088070045766,0.01858058132944003,,,,0.019768337919789405,0.0023437119294787306,-0.05474478008947442,-0.016886695695996306,-0.10024322892948397,0.8123604446274457,0.285408448856912,0.9528458870725887,1.0,,-0.005446023035595257,0.01858058132944004,,0.16095179199322057,-0.01806442136570051,-0.03181279201383227,,0.08010199829439645,0.1851979965329897,0.06801301826658612,0.8828090413683771,,,,,,,0.031825251373644524,0.46449739544772967,0.1719634228153921,0.1291768904102727,0.3605378033368461,0.06611855251381892,0.12006865985149733,0.022195124840948734,0.10198967155001638,0.05205784558189524,0.0938162503370244,0.09136651673463433,0.17186137054073275,-0.04864974209363442,0.13011628538780615,0.20560079439974974
FIN Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYN Flag Count,-0.023423418454745423,-0.02135266839423193,-0.0006217054426104971,-0.0013912709167885908,-0.008767026954734311,-0.0005791590869852727,-0.01631688731154535,-0.014861624575020651,-0.016574692539761394,-0.008502581320233982,-0.007014603496137823,-0.007468209634052053,-0.0058469890956859925,-0.006000117600794525,-0.007203376360106215,0.023483585399981476,-0.02090758905977238,-0.021980410614929113,-0.020295569912422953,-0.0007256982609112066,-0.02121882109125859,-0.02221105604685948,-0.021809539510863986,-0.02015323266228488,-0.0006859568625137451,-0.012805358686617335,-0.013162879540559396,-0.013392134934049862,-0.013475896795597676,-0.006239189208855328,-0.0073057476096406605,,,,0.0030923970782965574,0.0004592604071794121,0.02253611859580266,0.011267189432079118,-0.014951936073370281,-0.013947702558320974,-0.0168240204654258,-0.007753750065510895,-0.005446023035595257,,1.0,-0.007305747609640661,,-0.030186337268440788,0.033016349079689374,-0.009576536866031255,,-0.005604165706177557,-0.015739561605285213,-0.016574692539761397,-0.0058469890956859925,,,,,,,-0.000621705442610497,-0.00876702695473431,-0.0013912709167885908,-0.0005791590869852728,-0.019821999313845123,-0.005104048977752255,-0.002332408607129065,0.0034560292600696167,-0.005495850148569237,-0.006385357989208475,-0.006968744609197372,-0.0028683028442525855,-0.018503201600116703,-0.015215855886310737,-0.01988859161294315,-0.01580260035731856
RST Flag Count,-0.1671709781068224,-0.07686041369701166,-0.0021266362840224274,-0.0021806546291528966,-0.009635117278350633,-0.002221259322525878,-0.018822323682252035,-0.09520740518684652,-0.05928883177023479,0.1054939759416851,-0.03574917152311599,-0.01436669523476651,-0.0275068662848247,-0.03438550431466046,-0.0363914464885559,0.13177532636402414,-0.100002413145556,-0.06320692011452954,-0.025060329995619697,0.009647319979665876,-0.07629699584749938,-0.09914762761809638,-0.05190778664054402,-0.02475834271854166,0.01010918352348261,-0.027023334367647214,-0.06400319426466629,-0.04891929479417385,-0.025611809231783772,-0.018979490044104423,1.0,,,,0.022070259732196586,0.0032779388550193437,0.1321071703451302,0.006929810886494693,-0.10759831873303811,-0.03783376509153833,-0.06920245552102945,0.040557820381854764,0.01858058132944004,,-0.007305747609640661,1.0,,-0.21543736395168023,0.5147961471736572,-0.033237892689595774,,-0.051182594480568555,-0.06746423917703664,-0.05928883177023479,-0.0275068662848247,,,,,,,-0.0021266362840224283,-0.009635117278350631,-0.002180654629152896,-0.002221259322525878,0.043380999298354594,-0.015846222889029784,-0.0066468025836063935,0.024665400449515075,-0.013818499149350547,-0.031690445261060296,-0.029492686712488392,0.0006450531477557884,-0.005943818602170995,-0.06651963514817787,-0.024432504615732122,0.016259567307140534
PSH Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACK Flag Count,-0.6907273281612689,0.6110881308381745,0.008168043594783844,0.04212143736880272,-0.044774657002066676,0.018132163404555004,-0.19312013605189274,-0.44400325947890457,-0.4270220434925933,0.09497464748386884,0.2094685612430434,-0.24674569124149473,0.12808412218046186,0.22820137946301808,-0.22330832767881018,-0.3035346997006645,0.6199376242031531,0.6388881999527118,0.5763040416902906,-0.021403572054506333,0.6066478912553301,0.658577399540285,0.6274775673595852,0.5712302512829299,-0.020225635121373778,0.3732296244452211,0.40708533254486184,0.4082154494184774,0.3998444300050149,0.08580222630374104,-0.21543736395168023,,,,0.09119170117737023,0.013545640008362527,-0.3032870828599609,-0.026048264692079874,-0.4438220686729848,-0.012357356633699594,-0.38314496562798633,0.14924928261000903,0.16095179199322057,,-0.030186337268440788,-0.21543736395168023,,1.0,-0.4161587429364696,-0.2824001003650029,,-0.1693851995387866,-0.3889799390865908,-0.4270220434925933,0.12808412218046186,,,,,,,0.008168043594783844,-0.04477465700206667,0.04212143736880272,0.018132163404555004,0.4172501197494873,0.05539753960076207,0.063255537163504,0.10191399041387651,0.13388497883513523,0.18215174763098194,0.185675592943402,0.056888861973885506,0.5161887778170564,0.4609545082328767,0.5660169369435603,0.4285150477439739
URG Flag Count,-0.3247323800394067,-0.23447388793908394,-0.00770581948411771,-0.011610951652696228,-0.06579898156094754,-0.006621773905792603,-0.14534666470206195,-0.2026962663276896,-0.18743054384906815,0.016346818982233204,-0.08257972292082427,-0.08831811588098262,-0.07329648467806313,-0.07460282012092215,-0.09357820400275327,0.10694964812467857,-0.24333970971851188,-0.2352069367335855,-0.1980538470712979,0.03338799901875759,-0.23300990066934327,-0.25081586547818757,-0.22442189301579368,-0.19672427239482837,0.03058571640165706,-0.12009845968373492,-0.15041466815170196,-0.14635801530057493,-0.13566183714847058,0.015624238186355728,0.5147961471736572,,,,0.04287173537688806,0.0063672418923659884,0.09588207271160556,0.11861247112424281,-0.2108667640309306,-0.13884426335207647,-0.19946101945528533,-0.033265545621691206,-0.01806442136570051,,0.033016349079689374,0.5147961471736572,,-0.4161587429364696,1.0,0.6748062683405421,,0.34424145278119417,-0.18985153652161074,-0.18743054384906815,-0.07329648467806314,,,,,,,-0.007705819484117709,-0.06579898156094753,-0.011610951652696228,-0.006621773905792603,0.05408376995811337,0.09987032588337129,-0.031219921012372854,0.04791294823290681,-0.05806539677722299,-0.0779160161732231,-0.08063695321660189,-0.02495095206349383,-0.16959527196294982,-0.18534789243502106,-0.19563028132691676,-0.12961115927254369
CWE Flag Count,-0.21913144558373654,-0.19918232121646565,-0.007025146856961485,-0.010358571817694371,-0.08209672292048804,-0.005068840823634042,-0.14772436793415375,-0.1328218130451295,-0.14826162815173885,-0.07790388186727205,-0.057477250050543854,-0.07024083741853215,-0.048500148978260264,-0.050972018840928786,-0.0703802214907247,-0.018882249397517408,-0.18459206477820844,-0.20543769160099642,-0.1880394821869247,0.05176559026804187,-0.1980313880289956,-0.20006891740749413,-0.20405357627466839,-0.1869382851246581,0.047605852493854364,-0.12008417142924803,-0.12324200116292514,-0.1253749711902895,-0.1262624856777142,-0.0003971045927822323,-0.033237892689595774,,,,0.028930058743640647,0.004296567128796294,-0.03605941374443685,0.16972774425848783,-0.14191011433548495,-0.1202751445686527,-0.15207625173699638,-0.05966376623009257,-0.03181279201383227,,-0.009576536866031255,-0.033237892689595774,,-0.2824001003650029,0.6748062683405421,1.0,,0.5377498489029597,-0.14339925724516103,-0.14826162815173882,-0.048500148978260264,,,,,,,-0.007025146856961485,-0.08209672292048804,-0.010358571817694373,-0.005068840823634042,0.006541945131895595,0.1613616905302369,-0.02952202983165141,0.03233195733298616,-0.05141492795876322,-0.059736486774903584,-0.06519419716865804,-0.02683361916958987,-0.17307180573125586,-0.1423478175315433,-0.18603684862703612,-0.1478039490248857
ECE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down/Up Ratio,-0.07842841137211765,-0.2516923383713008,-0.0043524298276477755,0.02377739971907812,-0.05042424640385902,0.01372184636566521,-0.14235971260181965,-0.2215917693082228,-0.22547210482013283,-0.016164034751279702,0.07717878643121309,0.23752049611399462,0.14265624148316774,0.04438500118712805,-0.12524025932594704,-0.14736992250458664,-0.3058544330589506,-0.29091398377917305,-0.21691997466977048,-0.009774254740636057,-0.26412939150217307,-0.3310275376797252,-0.29420209839688266,-0.2345356597010385,-0.010328392206537333,-0.08412883429197518,-0.16961776474953497,-0.15752220875233736,-0.1152783292797703,0.13368070914796487,-0.051182594480568555,,,,0.0483606104432138,-0.006634567669356683,-0.16378128429415076,0.15211374042289297,-0.23094983403794161,-0.04218022660161822,-0.17598865969321273,0.06706226619362017,0.08010199829439645,,-0.005604165706177557,-0.051182594480568555,,-0.1693851995387866,0.34424145278119417,0.5377498489029597,,1.0,-0.1836714283376382,-0.22547210482013277,0.14265624148316777,,,,,,,-0.0043524298276477755,-0.050424246403859035,0.023777399719078125,0.01372184636566521,0.01632530445429961,0.3430306434767699,-0.017566863327988076,0.05492597299476305,0.059054561703513725,-0.06705239746933964,-0.012498609446812971,0.10735451955982844,-0.1931664618128716,-0.21549489147769899,-0.22430643375459464,-0.14605555126647635
Avg Packet Size,0.5578653380808574,-0.2602312158238063,0.0015986734583551614,0.029659266103028024,0.27916940706424187,0.032859270476795634,0.7342205987079892,0.9491200708001781,0.9645116378933408,0.12908621072739968,0.12345717356765018,-0.10718109512023948,0.14411670451948777,0.12584179177690333,0.7591662696416946,0.5131400888334721,-0.322846439410712,-0.317673422649461,-0.24354423735328662,0.0021186658352801255,-0.25946211287142745,-0.3369368401094386,-0.3050045869168561,-0.24262060372196326,0.002737181269199502,-0.10302276011296088,-0.1979821467311505,-0.18416812802404087,-0.1445560568479198,-0.1226004548093208,-0.06746423917703664,,,,-0.1295384217510835,0.0038350315792480714,0.5215741749964729,-0.044193717284950126,0.9507574480979746,0.5513107713690877,0.9899052435914014,0.1715110837565092,0.1851979965329897,,-0.015739561605285213,-0.06746423917703664,,-0.3889799390865908,-0.18985153652161074,-0.14339925724516103,,-0.1836714283376382,1.0,0.9645116378933408,0.14411670451948777,,,,,,,0.0015986734583551614,0.27916940706424187,0.02965926610302803,0.032859270476795634,-0.17467758577730064,-0.06490098484699842,0.008355986527608267,-0.1574107517950263,-0.036012044359078316,-0.07339217739822292,-0.06531300393208686,-0.001862139538255093,-0.20582797633519198,-0.23233745259435346,-0.23920320001776102,-0.15610335204837966
Avg Fwd Segment Size,0.595324348893972,-0.285787183038331,-0.005793500426914693,-0.014328871474972887,0.3207803821188708,-0.005692260401711413,0.7530965204662207,0.9707486303109346,1.0,0.1574004975662197,-0.01269586512139732,-0.13810501443061193,-0.043386282878333585,-0.0020881668932754656,0.7281267498910138,0.4868645244499219,-0.32195319640003617,-0.324997873121375,-0.27303200144011974,0.0034293952523894045,-0.2843098333871026,-0.33754956975148676,-0.31538951169140583,-0.2714354045777456,0.004129532318638992,-0.136947973345135,-0.19932736420844577,-0.19169041255010885,-0.17205345850919623,-0.12675478201337284,-0.05928883177023479,,,,-0.13617144628273717,0.0051706339809325305,0.4950501526743942,-0.04375872892243177,0.9630677981969614,0.4615199619939206,0.9472781814170396,0.06795930644474177,0.06801301826658612,,-0.016574692539761397,-0.05928883177023479,,-0.4270220434925933,-0.18743054384906815,-0.14826162815173882,,-0.22547210482013277,0.9645116378933408,1.0,-0.043386282878333585,,,,,,,-0.005793500426914698,0.3207803821188708,-0.014328871474972884,-0.005692260401711413,-0.23657582465366472,-0.05704263016995811,-0.014788150396247333,-0.16184209148175324,-0.04631364352652899,-0.07693022158130632,-0.07186999412687535,-0.012301671481433213,-0.24084808704898614,-0.22968223149568065,-0.26805928290749303,-0.1956733183404013
Avg Bwd Segment Size,-0.0698617625019715,0.11993491319609667,0.03468585566715204,0.19482738551561893,0.28693209463049707,0.15218107379244047,0.315063314605222,-0.127424840340719,-0.043386282878333585,0.4380586843074867,0.8738971588740647,0.1621623963420306,1.0,0.8598068334144262,-0.06704577817644865,-0.09453057180515571,-0.12511938613438775,-0.0438852289526271,0.13116252957406635,-0.0062310005772469946,0.11507983956759127,-0.10965717009311411,-0.01215010657653299,0.12510708746776644,-0.006059204103678846,0.2567216976063449,-0.043032846497806775,0.014158954572171298,0.15362996011694083,-0.013947376197482467,-0.0275068662848247,,,,0.02522559470266251,-0.009069319462956233,-0.09312445834635842,-0.021357607898508227,-0.1275530753267808,0.7388420333685702,0.24455282682181634,0.8765745191138089,0.8828090413683771,,-0.0058469890956859925,-0.0275068662848247,,0.12808412218046186,-0.07329648467806314,-0.048500148978260264,,0.14265624148316777,0.14411670451948777,-0.043386282878333585,1.0,,,,,,,0.03468585566715203,0.28693209463049707,0.19482738551561896,0.15218107379244047,0.34588333217500117,0.019571927372872402,0.12692620355169199,0.028961088170803492,0.09365711357562116,0.03630195827783431,0.07301197277181182,0.08917399393515826,0.1767337891850468,-0.07772298828200319,0.1266724345095148,0.22021990531158
Fwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
